"Date","Close","Volume"
"2025-01-02T15:01:00.000Z","16.52","77,940.00"
"2025-01-02T15:02:00.000Z","16.51","55,047.00"
"2025-01-02T15:03:00.000Z","16.51","18,444.00"
"2025-01-02T15:04:00.000Z","16.52","20,464.00"
"2025-01-02T15:05:00.000Z","16.53","32,638.00"
"2025-01-02T15:06:00.000Z","16.50","27,023.00"
"2025-01-02T15:07:00.000Z","16.50","31,117.00"
"2025-01-02T15:08:00.000Z","16.53","17,371.00"
"2025-01-02T15:09:00.000Z","16.59","51,227.00"
"2025-01-02T15:10:00.000Z","16.53","10,081.00"
"2025-01-02T15:11:00.000Z","16.53","13,568.00"
"2025-01-02T15:12:00.000Z","16.55","6,977.00"
"2025-01-02T15:13:00.000Z","16.58","16,079.00"
"2025-01-02T15:14:00.000Z","16.58","45,940.00"
"2025-01-02T15:15:00.000Z","16.55","54,093.00"
"2025-01-02T15:16:00.000Z","16.58","33,650.00"
"2025-01-02T15:17:00.000Z","16.59","46,334.00"
"2025-01-02T15:18:00.000Z","16.58","9,526.00"
"2025-01-02T15:19:00.000Z","16.58","44,153.00"
"2025-01-02T15:20:00.000Z","16.56","17,006.00"
"2025-01-02T15:21:00.000Z","16.54","23,347.00"
"2025-01-02T15:22:00.000Z","16.58","25,029.00"
"2025-01-02T15:23:00.000Z","16.60","36,828.00"
"2025-01-02T15:24:00.000Z","16.62","21,833.00"
"2025-01-02T15:25:00.000Z","16.63","15,114.00"
"2025-01-02T15:26:00.000Z","16.61","13,783.00"
"2025-01-02T15:27:00.000Z","16.60","28,458.00"
"2025-01-02T15:28:00.000Z","16.61","38,580.00"
"2025-01-02T15:29:00.000Z","16.60","10,658.00"
"2025-01-02T15:30:00.000Z","16.60","34,457.00"
"2025-01-02T15:31:00.000Z","16.59","14,749.00"
"2025-01-02T15:32:00.000Z","16.59","8,440.00"
"2025-01-02T15:33:00.000Z","16.59","8,272.00"
"2025-01-02T15:34:00.000Z","16.61","10,947.00"
"2025-01-02T15:35:00.000Z","16.61","3,112.00"
"2025-01-02T15:36:00.000Z","16.63","13,070.00"
"2025-01-02T15:37:00.000Z","16.60","16,828.00"
"2025-01-02T15:38:00.000Z","16.62","20,334.00"
"2025-01-02T15:39:00.000Z","16.61","2,956.00"
"2025-01-02T15:40:00.000Z","16.64","8,296.00"
"2025-01-02T15:41:00.000Z","16.65","40,790.00"
"2025-01-02T15:42:00.000Z","16.65","8,918.00"
"2025-01-02T15:43:00.000Z","16.65","9,781.00"
"2025-01-02T15:44:00.000Z","16.65","19,196.00"
"2025-01-02T15:45:00.000Z","16.64","8,379.00"
"2025-01-02T15:46:00.000Z","16.65","10,766.00"
"2025-01-02T15:47:00.000Z","16.67","15,483.00"
"2025-01-02T15:48:00.000Z","16.70","14,135.00"
"2025-01-02T15:49:00.000Z","16.72","5,331.00"
"2025-01-02T15:50:00.000Z","16.73","20,085.00"
"2025-01-02T15:51:00.000Z","16.75","3,957.00"
"2025-01-02T15:52:00.000Z","16.76","18,268.00"
"2025-01-02T15:53:00.000Z","16.73","16,929.00"
"2025-01-02T15:54:00.000Z","16.76","16,641.00"
"2025-01-02T15:55:00.000Z","16.76","6,997.00"
"2025-01-02T15:56:00.000Z","16.75","8,306.00"
"2025-01-02T15:57:00.000Z","16.77","7,757.00"
"2025-01-02T15:58:00.000Z","16.71","44,640.00"
"2025-01-02T15:59:00.000Z","16.74","7,695.00"
"2025-01-02T16:00:00.000Z","16.76","5,921.00"
"2025-01-02T16:01:00.000Z","16.75","4,275.00"
"2025-01-02T16:02:00.000Z","16.74","8,370.00"
"2025-01-02T16:03:00.000Z","16.72","3,862.00"
"2025-01-02T16:04:00.000Z","16.70","7,608.00"
"2025-01-02T16:05:00.000Z","16.73","8,750.00"
"2025-01-02T16:06:00.000Z","16.73","3,194.00"
"2025-01-02T16:07:00.000Z","16.73","2,831.00"
"2025-01-02T16:08:00.000Z","16.73","3,872.00"
"2025-01-02T16:09:00.000Z","16.73","11,653.00"
"2025-01-02T16:10:00.000Z","16.72","6,424.00"
"2025-01-02T16:11:00.000Z","16.74","5,219.00"
"2025-01-02T16:12:00.000Z","16.72","3,890.00"
"2025-01-02T16:13:00.000Z","16.72","6,537.00"
"2025-01-02T16:14:00.000Z","16.74","11,602.00"
"2025-01-02T16:15:00.000Z","16.75","5,297.00"
"2025-01-02T16:16:00.000Z","16.76","2,597.00"
"2025-01-02T16:17:00.000Z","16.76","3,683.00"
"2025-01-02T16:18:00.000Z","16.78","3,947.00"
"2025-01-02T16:19:00.000Z","16.78","8,672.00"
"2025-01-02T16:20:00.000Z","16.78","4,619.00"
"2025-01-02T16:21:00.000Z","16.77","8,556.00"
"2025-01-02T16:22:00.000Z","16.74","9,292.00"
"2025-01-02T16:23:00.000Z","16.75","6,338.00"
"2025-01-02T16:24:00.000Z","16.78","7,136.00"
"2025-01-02T16:25:00.000Z","16.77","5,297.00"
"2025-01-02T16:26:00.000Z","16.76","6,183.00"
"2025-01-02T16:27:00.000Z","16.75","1,450.00"
"2025-01-02T16:28:00.000Z","16.76","3,954.00"
"2025-01-02T16:29:00.000Z","16.77","0"
"2025-01-02T16:30:00.000Z","16.76","4,385.00"
"2025-01-02T16:31:00.000Z","16.74","10,074.00"
"2025-01-02T16:32:00.000Z","16.73","2,789.00"
"2025-01-02T16:33:00.000Z","16.73","3,884.00"
"2025-01-02T16:34:00.000Z","16.74","2,859.00"
"2025-01-02T16:35:00.000Z","16.76","7,580.00"
"2025-01-02T16:36:00.000Z","16.76","4,189.00"
"2025-01-02T16:37:00.000Z","16.75","3,694.00"
"2025-01-02T16:38:00.000Z","16.76","4,995.00"
"2025-01-02T16:39:00.000Z","16.77","8,905.00"
"2025-01-02T16:40:00.000Z","16.78","1,673.00"
"2025-01-02T16:41:00.000Z","16.77","5,180.00"
"2025-01-02T16:42:00.000Z","16.77","6,352.00"
"2025-01-02T16:43:00.000Z","16.76","4,007.00"
